"year","ranking","artist","title"
1992,23,"Mariah Carey","Can't Let Go"
1992,24,"House of Pain","Jump Around"
1992,25,"Prince and The New Power Generation","Diamonds and Pearls"
1992,26,"George Michael and Elton John","Don't Let the Sun Go Down on Me"
1992,27,"Atlantic Starr","Masterpiece"
1992,28,"Celine Dion","If You Asked Me To"
1992,29,"En Vogue","Giving Him Something He Can Feel"
1992,30,"Joe Public","Live and Learn"
1992,31,"Jodeci","Come and Talk to Me"
1992,32,"Nirvana","Smells Like Teen Spirit"
1992,33,"Bobby Brown","Humpin' Around"
1992,34,"Sophie B. Hawkins","Damn I Wish I Was Your Lover"
1992,35,"Tevin Campbell","Tell Me What You Want Me to Do"
1992,36,"TLC","Ain't 2 Proud 2 Beg"
1992,37,"Boyz II Men","It's So Hard to Say Goodbye to Yesterday"
1992,38,"Technotronic featuring Ya Kid K","Move This"
1992,39,"Queen","Bohemian Rhapsody"
1992,40,"Arrested Development","Tennessee"
1992,41,"Luther Vandross and Janet Jackson","The Best Things in Life Are Free"
1992,42,"Mariah Carey","Make It Happen"
1992,43,"Elton John","The One"
1992,44,"P.M. Dawn","Set Adrift on Memory Bliss"
1992,45,"Shakespears Sister","Stay"
1992,46,"Hammer","2 Legit 2 Quit"
1992,47,"KWS","Please Don't Go"
1992,48,"Mint Condition","Breakin' My Heart (Pretty Brown Eyes)"
1992,49,"The Cover Girls","Wishing on a Star"
1992,50,"Hi-Five","She's Playing Hard to Get"
1992,51,"P.M. Dawn","I'd Die Without You"
1992,52,"Amy Grant","Good for Me"
1992,53,"Toad the Wet Sprocket","All I Want"
1992,54,"Michael Bolton","When a Man Loves a Woman"
1992,55,"Genesis","I Can't Dance"
1992,56,"Richard Marx","Hazard"
1992,57,"U2","Mysterious Ways"
1992,58,"George Michael","Too Funky"
1992,59,"The Heights","How Do You Talk to an Angel"
1992,60,"U2","One"
1992,61,"CeCe Peniston","Keep on Walkin'"
1992,62,"Genesis","Hold on My Heart"
1992,63,"Karyn White","The Way I Feel About You"
1992,64,"Celine Dion and Peabo Bryson","Beauty and the Beast"
1992,65,"Kris Kross","Warm It Up"
1992,66,"Michael Jackson","In the Closet"
1992,67,"Arrested Development","People Everyday"
1992,68,"Genesis","No Son of Mine"
1992,69,"Marky Mark and the Funky Bunch","Wildside"
1992,70,"Bryan Adams","Do I Have to Say the Words?"
1992,71,"The Cure","Friday I'm in Love"
1992,72,"Ugly Kid Joe","Everything About You"
1992,73,"Paula Abdul","Blowing Kisses in the Wind"
1992,74,"Bryan Adams","Thought I'd Died and Gone to Heaven"
1992,75,"Snap!","Rhythm Is a Dancer"
1992,76,"Hammer","Addams Groove"
1992,77,"Michael Bolton","Missing You Now"
1992,78,"N2Deep","Back to the Hotel"
1992,79,"Kathy Troccoli","Everything Changes"
1992,80,"Def Leppard","Have You Ever Needed Someone So Bad"
1992,81,"Richard Marx","Take This Heart"
1992,82,"FireHouse","When I Look Into Your Eyes"
1992,83,"Jade","I Wanna Love You"
1992,84,"Boyz II Men","Uhh Ahh"
1992,85,"Mary J. Blige","Real Love"
1992,86,"The KLF","Justified and Ancient"
1992,87,"Color Me Badd","Slow Motion"
1992,88,"TLC","What About Your Friends"
1992,89,"Color Me Badd","Thinkin' Back"
1992,90,"Charles & Eddie","Would I Lie to You?"
1992,91,"Amy Grant","That's What Love Is For"
1992,92,"Richard Marx","Keep Coming Back"
1992,93,"En Vogue","Free Your Mind"
1992,94,"Keith Sweat","Keep It Comin'"
1992,95,"Mr. Big","Just Take My Heart"
1992,96,"Amy Grant","I Will Remember You"
1992,97,"CeCe Peniston","We Got a Love Thang"
1992,98,"Def Leppard","Let's Get Rocked"
1992,99,"Das EFX","They Want EFX"
1992,100,"Bonnie Raitt","I Can't Make You Love Me"
1993,1,"Whitney Houston","I Will Always Love You"
1993,2,"Tag Team","Whoomp! (There It Is)"
1993,3,"UB40","Can't Help Falling in Love"
1993,4,"Janet Jackson","That's the Way Love Goes"
1993,5,"Silk","Freak Me"
1993,6,"SWV","Weak"
1993,7,"Shai","If I Ever Fall in Love"
1993,8,"Mariah Carey","Dreamlover"
1993,9,"Wreckx-n-Effect","Rump Shaker"
1993,10,"Snow","Informer"
1993,11,"Dr. Dre","Nuthin' but a 'G' Thang"
1993,12,"Boyz II Men","In the Still of the Nite"
1993,13,"Jade","Don't Walk Away"
1993,14,"H-Town","Knockin' da Boots"
1993,15,"Jodeci","Lately"
1993,16,"Duice","Dazzey Duks"
1993,17,"Robin S.","Show Me Love"
1993,18,"Peabo Bryson and Regina Belle","A Whole New World"
1993,19,"Janet Jackson","If"
1993,20,"SWV","I'm So Into You"
1993,21,"Vanessa Williams and Brian McKnight","Love Is"
1993,22,"Soul Asylum","Runaway Train"
1993,23,"Exposé","I'll Never Get Over You (Getting Over Me)"
1993,24,"Paperboy","Ditty"
1993,25,"Snap!","Rhythm Is a Dancer"
1993,26,"Billy Joel","The River of Dreams"
1993,27,"The Proclaimers","I'm Gonna Be (500 Miles)"
1993,28,"Spin Doctors","Two Princes"
1993,29,"SWV","Right Here"
1993,30,"Whitney Houston","I Have Nothing"
1993,31,"Arrested Development","Mr. Wendal"
1993,32,"Rod Stewart","Have I Told You Lately"
1993,33,"Shanice","Saving Forever for You"
1993,34,"Duran Duran","Ordinary World"
1993,35,"Tony! Toni! Toné!","If I Had No Loot"
1993,36,"Meat Loaf","I'd Do Anything for Love (But I Won't Do That)"
1993,37,"Onyx","Slam"
1993,38,"P.M. Dawn","Looking Through Patient Eyes"
1993,39,"Whitney Houston","I'm Every Woman"
1993,40,"Shai","Baby I'm Yours"
1993,41,"Duran Duran","Come Undone"
1993,42,"Tina Turner","I Don't Wanna Fight"
1993,43,"P.M. Dawn","I'd Die Without You"
1993,44,"95 South","Whoot, There It Is"
1993,45,"Naughty by Nature","Hip Hop Hooray"
1993,46,"Toni Braxton","Another Sad Love Song"
1993,47,"Michael Jackson","Will You Be There"
1993,48,"Shai","Comforter"
1993,49,"Bobby Brown","Good Enough"
1993,50,"4 Non Blondes","What's up"
1993,51,"Ace of Base","All That She Wants"
1993,52,"Prince and The New Power Generation","7"
1993,53,"Dr. Dre featuring Snoop Doggy Dogg","Dre Day"
1993,54,"Brian McKnight","One Last Cry"
1993,55,"Xscape","Just Kickin' It"
1993,56,"2Pac","I Get Around"
1993,57,"Bon Jovi","Bed of Roses"
1993,58,"Mary J. Blige","Real Love"
1993,59,"Portrait","Here We Go Again!"
1993,60,"Aerosmith","Cryin'"
1993,61,"Ugly Kid Joe","Cat's in the Cradle"
1993,62,"TLC","What About Your Friends"
1993,63,"Positive K","I Got a Man"
1993,64,"Zhané","Hey Mr. D.J."
1993,65,"Cypress Hill","Insane in the Brain"
1993,66,"Madonna","Deeper and Deeper"
1993,67,"Madonna","Rain"
1993,68,"Jeremy Jordan","The Right Kind of Love"
1993,69,"Inner Circle","Bad Boys"" (theme from Cops)"
1993,70,"Boy Krazy","That's What Love Can Do"
1993,71,"Jon Secada","Do You Believe in Us"
1993,72,"Jon Secada","Angel"
1993,73,"Kenny G","Forever in Love"
1993,74,"Janet Jackson","Again"
1993,75,"DJ Jazzy Jeff & The Fresh Prince","Boom! Shake the Room"
1993,76,"Restless Heart","When She Cries"
1993,77,"Inner Circle","Sweat (A La La La La Long)"
1993,78,"Ice Cube","It Was a Good Day"
1993,79,"Captain Hollywood Project","More and More"
1993,80,"The Heights","How Do You Talk to an Angel"
1993,81,"Digable Planets","Rebirth of Slick (Cool Like Dat)"
1993,82,"Haddaway","What Is Love"
1993,83,"Michael Bolton","To Love Somebody"
1993,84,"En Vogue","Give It Up, Turn It Loose"
1993,85,"Kris Kross","Alright"
1993,86,"Ice Cube featuring Das EFX","Check Yo Self"
1993,87,"Sting","Fields of Gold"
1993,88,"Dino","Ooh Child"
1993,89,"Go West","Faithful"
1993,90,"Rod Stewart","Reason to Believe"
1993,91,"Tears for Fears","Break It Down Again"
1993,92,"Joey Lawrence","Nothin' My Love Can't Fix"
1993,93,"Green Jellÿ","Three Little Pigs"
1993,94,"Aerosmith","Livin' on the Edge"
1993,95,"Gin Blossoms","Hey Jealousy"
1993,96,"Sting","If I Ever Lose My Faith in You"
1993,97,"Tony! Toni! Tone!","Anniversary"
1993,98,"Jade","One Woman"
1993,99,"Taylor Dayne","Can't Get Enough of Your Love"
1993,100,"Def Leppard","Two Steps Behind"
1994,1,"Ace of Base","The Sign"
1994,2,"All-4-One","I Swear"
1994,3,"Boyz II Men","I'll Make Love to You"
1994,4,"Céline Dion","The Power of Love"
1994,5,"Mariah Carey","Hero"
1994,6,"Lisa Loeb and Nine Stories","Stay (I Missed You)"
1994,7,"Toni Braxton","Breathe Again"
1994,8,"Bryan Adams, Rod Stewart and Sting","All for Love"
1994,9,"Ace of Base","All That She Wants"
1994,10,"Ace of Base","Don't Turn Around"
1994,11,"R. Kelly","Bump n' Grind"
1994,12,"Janet Jackson","Again"
1994,13,"Madonna","I'll Remember"
1994,14,"Salt-n-Pepa and En Vogue","Whatta Man"
1994,15,"John Mellencamp featuring Meshell Ndegeocello","Wild Night"
1994,16,"Mariah Carey","Without You"" / ""Never Forget You"
1994,17,"Toni Braxton","You Mean the World to Me"
1994,18,"Elton John","Can You Feel the Love Tonight"
1994,19,"Prince","The Most Beautiful Girl in the World"
1994,20,"Coolio","Fantastic Voyage"
1994,21,"Big Mountain","Baby, I Love Your Way"
1994,22,"Warren G featuring Nate Dogg","Regulate"
1994,23,"Jon Secada","If You Go"
1994,24,"Aaliyah","Back & Forth"
1994,25,"Richard Marx","Now and Forever"
1994,26,"Babyface","When Can I See You"
1994,27,"Bryan Adams","Please Forgive Me"
1994,28,"All-4-One","So Much in Love"
1994,29,"Salt-n-Pepa","Shoop"
1994,30,"Janet Jackson","Any Time, Any Place"
1994,31,"Collective Soul","Shine"
1994,32,"Michael Bolton","Said I Loved You...But I Lied"
1994,33,"Enigma","Return to Innocence"
1994,34,"Sheryl Crow","All I Wanna Do"
1994,35,"Crash Test Dummies","Mmm Mmm Mmm Mmm"
1994,36,"Tevin Campbell","Can We Talk"
1994,37,"Da Brat","Funkdafied"
1994,38,"Meat Loaf","I'd Do Anything for Love (But I Won't Do That)"
1994,39,"DRS","Gangsta Lean"
1994,40,"10,000 Maniacs","Because the Night"
1994,41,"Us3","Cantaloop (Flip Fantasia)"
1994,42,"Tag Team","Whoomp! (There It Is)"
1994,43,"Melissa Etheridge","Come to My Window"
1994,44,"Changing Faces","Stroke You Up"
1994,45,"Tevin Campbell","I'm Ready"
1994,46,"Crystal Waters","100% Pure Love"
1994,47,"Mariah Carey","Anytime You Need a Friend"
1994,48,"Janet Jackson","Because of Love"
1994,49,"The Cranberries","Linger"
1994,50,"Beck","Loser"
1994,51,"Gin Blossoms","Found Out About You"
1994,52,"Snoop Doggy Dogg","Gin and Juice"
1994,53,"Immature","Never Lie"
1994,54,"Bruce Springsteen","Streets of Philadelphia"
1994,55,"Domino","Getto Jam"
1994,56,"Luther Vandross and Mariah Carey","Endless Love"
1994,57,"Aaron Hall","I Miss You"
1994,58,"Xscape","Understanding"
1994,59,"Warren G","This D.J."
1994,60,"Jodeci","Cry for You"
1994,61,"2Pac","Keep Ya Head Up"
1994,62,"Snoop Doggy Dogg","What's My Name?"
1994,63,"Real McCoy","Another Night"
1994,64,"R. Kelly","Your Body's Callin'"
1994,65,"69 Boyz","Tootsee Roll"
1994,66,"Jimmy Cliff","I Can See Clearly Now"
1994,67,"Babyface","Never Keeping Secrets"
1994,68,"Aerosmith","Crazy"
1994,69,"Xscape","Just Kickin' It"
1994,70,"Aaliyah","(At Your Best) You Are Love"
1994,71,"Meat Loaf","Rock and Roll Dreams Come Through"
1994,72,"Aerosmith","Amazing"
1994,73,"Erasure","Always"
1994,74,"Zhané","Groove Thang"
1994,75,"Gabrielle","Dreams"
1994,76,"Culture Beat","Mr. Vain"
1994,77,"Tom Petty and the Heartbreakers","Mary Jane's Last Dance"
1994,78,"SWV","Anything"
1994,79,"Joshua Kadison","Beautiful in My Eyes"
1994,80,"Eternal","Stay"
1994,81,"Craig Mack","Flava in Ya Ear"
1994,82,"Queen Latifah","U.N.I.T.Y."
1994,83,"Seal","Prayer for the Dying"
1994,84,"Madonna","Secret"
1994,85,"Ini Kamoze","Here Comes the Hotstepper"
1994,86,"Phil Collins","Everyday"
1994,87,"Tim McGraw","Don't Take the Girl"
1994,88,"Heavy D & the Boyz","Got Me Waiting"
1994,89,"The Four Seasons","December, 1963 (Oh, What a Night)"
1994,90,"Tim McGraw","Indian Outlaw"
1994,91,"Bon Jovi","Always"
1994,92,"Melissa Etheridge","I'm the Only One"
1994,93,"Ahmad","Back in the Day"
1994,94,"Bonnie Raitt","Love Sneakin' Up On You"
1994,95,"General Public","I'll Take You There"
1994,96,"Tevin Campbell","Always in My Heart"
1994,97,"Haddaway","What Is Love"
1994,98,"Babyface","And Our Feelings"
1994,99,"Ice Cube featuring George Clinton","Bop Gun (One Nation)"
1994,100,"Brandy","I Wanna Be Down"
1995,1,"Coolio featuring L.V.","Gangsta's Paradise"
1995,2,"TLC","Waterfalls"
1995,3,"TLC","Creep"
1995,4,"Seal","Kiss from a Rose"
1995,5,"Boyz II Men","On Bended Knee"
1995,6,"Real McCoy","Another Night"
1995,7,"Mariah Carey","Fantasy"
1995,8,"Madonna","Take a Bow"
1995,9,"Monica","Don't Take It Personal (Just One of Dem Days)"
1995,10,"Montell Jordan","This Is How We Do It"
1995,11,"Dionne Farris","I Know"
1995,12,"Boyz II Men","Water Runs Dry"
1995,13,"Adina Howard","Freak Like Me"
1995,14,"Blues Traveler","Run-Around"
1995,15,"All-4-One","I Can Love You Like That"
1995,16,"Bryan Adams","Have You Ever Really Loved a Woman?"
1995,17,"Bon Jovi","Always"
1995,18,"Shaggy","Boombastic"
1995,19,"Nicki French","Total Eclipse of the Heart"
1995,20,"Des'ree","You Gotta Be"
1995,21,"Michael Jackson","You Are Not Alone"
1995,22,"Hootie & the Blowfish","Hold My Hand"
1995,23,"The Notorious B.I.G.","One More Chance"
1995,24,"Ini Kamoze","Here Comes the Hotstepper"
1995,25,"Soul for Real","Candy Rain"
1995,26,"Hootie & the Blowfish","Let Her Cry"
1995,27,"Blessid Union of Souls","I Believe"
1995,28,"TLC","Red Light Special"
1995,29,"Janet Jackson","Runaway"
1995,30,"Sheryl Crow","Strong Enough"
1995,31,"Vanessa Williams","Colors of the Wind"
1995,32,"Jon B.","Someone to Love"
1995,33,"Hootie & the Blowfish","Only Wanna Be with You"
1995,34,"Brownstone","If You Love Me"
1995,35,"Martin Page","In the House of Stone and Light"
1995,36,"Luniz","I Got 5 on It"
1995,37,"Brandy","Baby"
1995,38,"Real McCoy","Run Away"
1995,39,"Sophie B. Hawkins","As I Lay Me Down"
1995,40,"MoKenStef","He's Mine"
1995,41,"Collective Soul","December"
1995,42,"Method Man featuring Mary J. Blige","I'll Be There for You/You're All I Need to Get By"
1995,43,"Diana King","Shy Guy"
1995,44,"Melissa Etheridge","I'm the Only One"
1995,45,"Soul for Real","Every Little Thing I Do"
1995,46,"Blackstreet","Before I Let You Go"
1995,47,"The Notorious B.I.G.","Big Poppa"
1995,48,"4 P.M.","Sukiyaki"
1995,49,"Brandy","I Wanna Be Down"
1995,50,"Boyz II Men","I'll Make Love to You"
1995,51,"2Pac","Dear Mama"
1995,52,"Jamie Walters","Hold On"
1995,53,"Dr. Dre","Keep Their Heads Ringin'"
1995,54,"Corona","The Rhythm of the Night"
1995,55,"Del Amitri","Roll to Me"
1995,56,"Michael Jackson and Janet Jackson","Scream"
1995,57,"Jodeci","Freek'n You"
1995,58,"Skee-Lo","I Wish"
1995,59,"Elton John","Believe"
1995,60,"Natalie Merchant","Carnival"
1995,61,"Tom Petty","You Don't Know How It Feels"
1995,62,"Take That","Back for Good"
1995,63,"69 Boyz","Tootsee Roll"
1995,64,"Janet Jackson","You Want This"
1995,65,"Groove Theory","Tell Me"
1995,66,"Total featuring The Notorious B.I.G.","Can't You See"
1995,67,"Sheryl Crow","All I Wanna Do"
1995,68,"Subway featuring 702","This Lil' Game We Play"
1995,69,"Real McCoy","Come and Get Your Love"
1995,70,"Bon Jovi","This Ain't a Love Song"
1995,71,"Madonna","Secret"
1995,72,"Junior M.A.F.I.A. featuring The Notorious B.I.G.","Player's Anthem"
1995,73,"Naughty by Nature","Feel Me Flow"
1995,74,"Jade","Every Day of the Week"
1995,75,"Vanessa Williams","The Sweetest Days"
1995,76,"20 Fingers featuring Gillette","Short Dick Man"
1995,77,"Brandy featuring Wanya Morris","Brokenhearted"
1995,78,"Annie Lennox","No More I Love You's"
1995,79,"Faith Evans","You Used to Love Me"
1995,80,"Immature","Constantly"
1995,81,"U2","Hold Me, Thrill Me, Kiss Me, Kill Me"
1995,82,"Crystal Waters","100% Pure Love"
1995,83,"Raphael Saadiq","Ask of You"
1995,84,"AZ","Sugar Hill"
1995,85,"Better Than Ezra","Good"
1995,86,"D'Angelo","Brown Sugar"
1995,87,"Gloria Estefan","Turn the Beat Around"
1995,88,"After 7","'Til You Do Me Right"
1995,89,"Bone Thugs-n-Harmony","1st of tha Month"
1995,90,"Melissa Etheridge","Like the Way I Do"
1995,91,"FireHouse","I Live My Life for You"
1995,92,"Stevie B","Dream About You"
1995,93,"Rednex","Cotton Eye Joe"
1995,94,"Boyz II Men","Thank You"
1995,95,"The Pretenders","I'll Stand by You"
1995,96,"N II U","I Miss You"
1995,97,"Da Brat","Give It 2 You"
1995,98,"Brandy","Best Friend"
1995,99,"Soul Asylum","Misery"
1995,100,"Van Halen","Can't Stop Lovin' You"
1996,1,"Los del Río","Macarena (Bayside Boys Mix)"
1996,2,"Mariah Carey and Boyz II Men","One Sweet Day"
1996,3,"Celine Dion","Because You Loved Me"
1996,4,"The Tony Rich Project","Nobody Knows"
1996,5,"Mariah Carey","Always Be My Baby"
1996,6,"Tracy Chapman","Give Me One Reason"
1996,7,"Bone Thugs-n-Harmony","Tha Crossroads"
1996,8,"Donna Lewis","I Love You Always Forever"
1996,9,"Toni Braxton","You're Makin' Me High"" / ""Let It Flow"
1996,10,"Keith Sweat","Twisted"
1996,11,"Quad City DJ's","C'mon N' Ride It (The Train)"
1996,12,"Everything but the Girl","Missing"
1996,13,"Alanis Morissette","Ironic"
1996,14,"Whitney Houston","Exhale (Shoop Shoop)"
1996,15,"Gin Blossoms","Follow You Down"" / ""Til I Hear It from You"
1996,16,"Brandy","Sittin' Up in My Room"
1996,17,"2Pac featuring K-Ci and JoJo","How Do U Want It"" / ""California Love"
1996,18,"Celine Dion","It's All Coming Back to Me Now"
1996,19,"Eric Clapton","Change the World"
1996,20,"LL Cool J","Hey Lover"
1996,21,"LL Cool J","Loungin"
1996,22,"Jann Arden","Insensitive"
1996,23,"La Bouche","Be My Lover"
1996,24,"Goo Goo Dolls","Name"
1996,25,"Jewel","Who Will Save Your Soul"
1996,26,"No Mercy","Where Do You Go"
1996,27,"R. Kelly","I Can't Sleep Baby (If I)"
1996,28,"Dishwalla","Counting Blue Cars"
1996,29,"Alanis Morissette","You Learn"" / ""You Oughta Know"
1996,30,"Joan Osborne","One of Us"
1996,31,"Natalie Merchant","Wonder"
1996,32,"Mary J. Blige","Not Gon' Cry"
1996,33,"Coolio featuring L.V.","Gangsta's Paradise"
1996,34,"112 featuring The Notorious B.I.G. and Mase","Only You"
1996,35,"R. Kelly featuring The Isley Brothers","Down Low (Nobody Has to Know)"
1996,36,"SWV","You're the One"
1996,37,"La Bouche","Sweet Dreams"
1996,38,"Monica","Before You Walk Out of My Life"" / ""Like This and Like That"
1996,39,"Deep Blue Something","Breakfast at Tiffany's"
1996,40,"Coolio","1, 2, 3, 4 (Sumpin' New)"
1996,41,"Collective Soul","The World I Know"
1996,42,"Blackstreet featuring Dr. Dre","No Diggity"
1996,43,"3T","Anything"
1996,44,"The Smashing Pumpkins","1979"
1996,45,"TLC","Diggin' on You"
1996,46,"Monica","Why I Love You So Much"" / ""Ain't Nobody"
1996,47,"Total","Kissin' You"
1996,48,"Whitney Houston featuring CeCe Winans","Count On Me"
1996,49,"Mariah Carey","Fantasy"
1996,50,"Hootie & the Blowfish","Time"
1996,51,"Madonna","You'll See"
1996,52,"Az Yet","Last Night"
1996,53,"Merril Bainbridge","Mouth"
1996,54,"Color Me Badd","The Earth, the Sun, the Rain"
1996,55,"Joe","All the Things (Your Man Won't Do)"
1996,56,"Oasis","Wonderwall"
1996,57,"Busta Rhymes","Woo Hah!! Got You All in Check"
1996,58,"Groove Theory","Tell Me"
1996,59,"Outkast","Elevators (Me & You)"
1996,60,"Blues Traveler","Hook"
1996,61,"LL Cool J","Doin' It"
1996,62,"George Michael","Fastlove"
1996,63,"Case featuring Foxy Brown","Touch Me, Tease Me"
1996,64,"Kris Kross","Tonite's tha Night"
1996,65,"Robert Miles","Children"
1996,66,"Adam Clayton and Larry Mullen","Theme from Mission: Impossible"
1996,67,"BoDeans","Closer to Free"
1996,68,"No Doubt","Just a Girl"
1996,69,"Aaliyah","If Your Girl Only Knew"
1996,70,"D'Angelo","Lady"
1996,71,"John Mellencamp","Key West Intermezzo (I Saw You First)"
1996,72,"Ginuwine","Pony"
1996,73,"Keith Sweat featuring Athena Cage","Nobody"
1996,74,"Hootie & the Blowfish","Old Man and Me (When I Get To Heaven)"
1996,75,"Sheryl Crow","If It Makes You Happy"
1996,76,"Sophie B. Hawkins","As I Lay Me Down"
1996,77,"MC Lyte featuring Xscape","Keep On, Keepin' On"
1996,78,"Natalie Merchant","Jealousy"
1996,79,"Melissa Etheridge","I Want to Come Over"
1996,80,"Deborah Cox","Who Do U Love"
1996,81,"Toni Braxton","Un-Break My Heart"
1996,82,"Amber","This Is Your Night"
1996,83,"R. Kelly","You Remind Me of Something"
1996,84,"Janet Jackson","Runaway"
1996,85,"Planet Soul","Set U Free"
1996,86,"New Edition","Hit Me Off"
1996,87,"Total","No One Else"
1996,88,"Ghost Town DJ's","My Boo"
1996,89,"Junior M.A.F.I.A. featuring The Notorious B.I.G.","Get Money"
1996,90,"Maxi Priest featuring Shaggy","That Girl"
1996,91,"Do or Die featuring Twista","Po Pimp"
1996,92,"Metallica","Until It Sleeps"
1996,93,"Crucial Conflict","Hay"
1996,94,"Ace of Base","Beautiful Life"
1996,95,"Take That","Back for Good"
1996,96,"Pearl Jam","I Got Id"
1996,97,"Faith Evans","Soon as I Get Home"
1996,98,"Los del Río","Macarena"
1996,99,"Hootie & the Blowfish","Only Wanna Be with You"
1996,100,"Seal","Don't Cry"
1997,1,"Elton John","Something About the Way You Look Tonight"" / ""Candle in the Wind 1997"
1997,2,"Jewel","Foolish Games"" / ""You Were Meant for Me"
1997,3,"Puff Daddy featuring Faith Evans and 112","I'll Be Missing You"
1997,4,"Toni Braxton","Un-Break My Heart"
1997,5,"Puff Daddy featuring Mase","Can't Nobody Hold Me Down"
1997,6,"R. Kelly","I Believe I Can Fly"
1997,7,"En Vogue","Don't Let Go (Love)"
1997,8,"Mark Morrison","Return of the Mack"
1997,9,"LeAnn Rimes","How Do I Live"
1997,10,"Spice Girls","Wannabe"
1997,11,"Backstreet Boys","Quit Playing Games (With My Heart)"
1997,12,"Hanson","MMMBop"
1997,13,"Monica","For You I Will"
1997,14,"Usher","You Make Me Wanna..."
1997,15,"Meredith Brooks","Bitch"
1997,16,"Keith Sweat featuring Athena Cage","Nobody"
1997,17,"Third Eye Blind","Semi-Charmed Life"
1997,18,"Duncan Sheik","Barely Breathing"
1997,19,"Az Yet featuring Peter Cetera","Hard to Say I'm Sorry"
1997,20,"The Notorious B.I.G. featuring Puff Daddy and Mase","Mo Money Mo Problems"
1997,21,"The Verve Pipe","The Freshmen"
1997,22,"Savage Garden","I Want You"
1997,23,"Blackstreet featuring Dr. Dre","No Diggity"
1997,24,"Rome","I Belong to You (Every Time I See Your Face)"
1997,25,"The Notorious B.I.G.","Hypnotize"
1997,26,"Babyface","Every Time I Close My Eyes"
1997,27,"Dru Hill","In My Bed"
1997,28,"Spice Girls","Say You'll Be There"
1997,29,"Robyn","Do You Know (What It Takes)"
1997,30,"Boyz II Men","4 Seasons of Loneliness"
1997,31,"Changing Faces","G.H.E.T.T.O.U.T."
1997,32,"Mariah Carey","Honey"
1997,33,"Whitney Houston","I Believe in You and Me"
1997,34,"Freak Nasty","Da' Dip"
1997,35,"Spice Girls","2 Become 1"
1997,36,"Sister Hazel","All for You"
1997,37,"112","Cupid"
1997,38,"Paula Cole","Where Have All the Cowboys Gone?"
1997,39,"Shawn Colvin","Sunny Came Home"
1997,40,"Tim McGraw and Faith Hill","It's Your Love"
1997,41,"Gina G","Ooh Aah... Just a Little Bit"
1997,42,"Merril Bainbridge","Mouth"
1997,43,"Allure featuring 112","All Cried Out"
1997,44,"New Edition","I'm Still in Love with You"
1997,45,"98 Degrees","Invisible Man"
1997,46,"Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez","Not Tonight"
1997,47,"Bone Thugs-n-Harmony","Look into My Eyes"
1997,48,"702","Get It Together"
1997,49,"Celine Dion","All by Myself"
1997,50,"Celine Dion","It's All Coming Back to Me Now"
1997,51,"Somethin' for the People featuring Trina & Tamara","My Love Is the Shhh!"
1997,52,"No Mercy","Where Do You Go"
1997,53,"Barbra Streisand and Bryan Adams","I Finally Found Someone"
1997,54,"Foxy Brown featuring Jay-Z","I'll Be"
1997,55,"Sheryl Crow","If It Makes You Happy"
1997,56,"Dru Hill","Never Make a Promise"
1997,57,"Journey","When You Love a Woman"
1997,58,"Timbaland & Magoo featuring Missy Elliott and Aaliyah","Up Jumps da Boogie"
1997,59,"Toni Braxton","I Don't Want To"" / ""I Love Me Some Him"
1997,60,"Sheryl Crow","Everyday Is a Winding Road"
1997,61,"MC Lyte","Cold Rock a Party"
1997,62,"Ginuwine","Pony"
1997,63,"Sarah McLachlan","Building a Mystery"
1997,64,"Donna Lewis","I Love You Always Forever"
1997,65,"White Town","Your Woman"
1997,66,"Coolio featuring 40 Thevz","C U When U Get There"
1997,67,"Eric Clapton","Change the World"
1997,68,"B-Rock and the Bizz","My Baby Daddy"
1997,69,"Chumbawamba","Tubthumping"
1997,70,"R. Kelly","Gotham City"
1997,71,"Az Yet","Last Night"
1997,72,"Various Artists","ESPN Presents The Jock Jam"
1997,73,"Heavy D","Big Daddy"
1997,74,"Total","What About Us"
1997,75,"Scarface featuring 2Pac and Johnny P.","Smile"
1997,76,"Montell Jordan","What's on Tonight"
1997,77,"Bruce Springsteen","Secret Garden"
1997,78,"Aaliyah","The One I Gave My Heart To"
1997,79,"Seal","Fly Like an Eagle"
1997,80,"Lil' Kim featuring Puff Daddy","No Time"
1997,81,"Luscious Jackson","Naked Eye"
1997,82,"Los del Río","Macarena (Bayside Boys Mix)"
1997,83,"Erykah Badu","On & On"
1997,84,"Joe","Don't Wanna Be a Player"
1997,85,"Warren G","I Shot the Sheriff"
1997,86,"Brian McKnight featuring Mase","You Should Be Mine (Don't Waste Your Time)"
1997,87,"Madonna","Don't Cry for Me Argentina"
1997,88,"SWV and Puff Daddy","Someone"
1997,89,"Michael Bolton","Go the Distance"
1997,90,"Real McCoy","One More Time"
1997,91,"Next","Butta Love"
1997,92,"Mr. President","Coco Jambo"
1997,93,"Keith Sweat","Twisted"
1997,94,"Aqua","Barbie Girl"
1997,95,"The Cranberries","When You're Gone"" / ""Free to Decide"
1997,96,"DJ Kool","Let Me Clear My Throat"
1997,97,"The Blackout All-Stars","I Like It"
1997,98,"Toni Braxton","You're Makin' Me High"" / ""Let It Flow"
1997,99,"Madonna","You Must Love Me"
1997,100,"Ray J","Let It Go"
1998,1,"Next","Too Close"
1998,2,"Brandy and Monica","The Boy Is Mine"
1998,3,"Shania Twain","You're Still the One"
1998,4,"Savage Garden","Truly Madly Deeply"
